"E:0","E:1","E:2","arc_length","Points:0","Points:1","Points:2"
0,0,0,0.014319,0.013786,-0.20667,0
0,0,0,0.014406,0.013873,-0.20667,0
0,0,0,0.014493,0.01396,-0.20667,0
0,0,0,0.014581,0.014047,-0.20667,0
0,0,0,0.014668,0.014135,-0.20667,0
0,0,0,0.014755,0.014222,-0.20667,0
0,0,0,0.014843,0.014309,-0.20667,0
0,0,0,0.01493,0.014397,-0.20667,0
0,0,0,0.015017,0.014484,-0.20667,0
0,0,0,0.015104,0.014571,-0.20667,0
0,0,0,0.015192,0.014659,-0.20667,0
0,0,0,0.015279,0.014746,-0.20667,0
0,0,0,0.015366,0.014833,-0.20667,0
0,0,0,0.015454,0.014921,-0.20667,0
0,0,0,0.015541,0.015008,-0.20667,0
0,0,0,0.015628,0.015095,-0.20667,0
0,0,0,0.015716,0.015183,-0.20667,0
0,0,0,0.015803,0.01527,-0.20667,0
0,0,0,0.01589,0.015357,-0.20667,0
0,0,0,0.015978,0.015444,-0.20667,0
0,0,0,0.016065,0.015532,-0.20667,0
0,0,0,0.016152,0.015619,-0.20667,0
0,0,0,0.016239,0.015706,-0.20667,0
0,0,0,0.016327,0.015794,-0.20667,0
0,0,0,0.016414,0.015881,-0.20667,0
0,0,0,0.016501,0.015968,-0.20667,0
0,0,0,0.016589,0.016056,-0.20667,0
0,0,0,0.016676,0.016143,-0.20667,0
0,0,0,0.016763,0.01623,-0.20667,0
0,0,0,0.016851,0.016318,-0.20667,0
0,0,0,0.016938,0.016405,-0.20667,0
0,0,0,0.017025,0.016492,-0.20667,0
0,0,0,0.017113,0.016579,-0.20667,0
0,0,0,0.0172,0.016667,-0.20667,0
0,0,0,0.017287,0.016754,-0.20667,0
0,0,0,0.017374,0.016841,-0.20667,0
0,0,0,0.017462,0.016929,-0.20667,0
0,0,0,0.017549,0.017016,-0.20667,0
0,0,0,0.017636,0.017103,-0.20667,0
0,0,0,0.017724,0.017191,-0.20667,0
0,0,0,0.017811,0.017278,-0.20667,0
0,0,0,0.017898,0.017365,-0.20667,0
0,0,0,0.017986,0.017453,-0.20667,0
0,0,0,0.018073,0.01754,-0.20667,0
0,0,0,0.01816,0.017627,-0.20667,0
0,0,0,0.018248,0.017714,-0.20667,0
0,0,0,0.018335,0.017802,-0.20667,0
0,0,0,0.018422,0.017889,-0.20667,0
0,0,0,0.018509,0.017976,-0.20667,0
0,0,0,0.018597,0.018064,-0.20667,0
0,0,0,0.018684,0.018151,-0.20667,0
0,0,0,0.018771,0.018238,-0.20667,0
0,0,0,0.018859,0.018326,-0.20667,0
0,0,0,0.018946,0.018413,-0.20667,0
0,0,0,0.019033,0.0185,-0.20667,0
0,0,0,0.019121,0.018588,-0.20667,0
0,0,0,0.019208,0.018675,-0.20667,0
0,0,0,0.019295,0.018762,-0.20667,0
0,0,0,0.019383,0.018849,-0.20667,0
0,0,0,0.01947,0.018937,-0.20667,0
0,0,0,0.019557,0.019024,-0.20667,0
0,0,0,0.019644,0.019111,-0.20667,0
0,0,0,0.019732,0.019199,-0.20667,0
0,0,0,0.019819,0.019286,-0.20667,0
0,0,0,0.019906,0.019373,-0.20667,0
0,0,0,0.019994,0.019461,-0.20667,0
0,0,0,0.020081,0.019548,-0.20667,0
0,0,0,0.020168,0.019635,-0.20667,0
0,0,0,0.020256,0.019723,-0.20667,0
0,0,0,0.020343,0.01981,-0.20667,0
0,0,0,0.02043,0.019897,-0.20667,0
0,0,0,0.020518,0.019984,-0.20667,0
0,0,0,0.020605,0.020072,-0.20667,0
0,0,0,0.020692,0.020159,-0.20667,0
0,0,0,0.02078,0.020246,-0.20667,0
0,0,0,0.020867,0.020334,-0.20667,0
0,0,0,0.020954,0.020421,-0.20667,0
0,0,0,0.021041,0.020508,-0.20667,0
0,0,0,0.021129,0.020596,-0.20667,0
0,0,0,0.021216,0.020683,-0.20667,0
0,0,0,0.021303,0.02077,-0.20667,0
0,0,0,0.021391,0.020858,-0.20667,0
0,0,0,0.021478,0.020945,-0.20667,0
0,0,0,0.021565,0.021032,-0.20667,0
0,0,0,0.021653,0.02112,-0.20667,0
0,0,0,0.02174,0.021207,-0.20667,0
0,0,0,0.021827,0.021294,-0.20667,0
0,0,0,0.021915,0.021381,-0.20667,0
0,0,0,0.022002,0.021469,-0.20667,0
0,0,0,0.022089,0.021556,-0.20667,0
0,0,0,0.022176,0.021643,-0.20667,0
0,0,0,0.022264,0.021731,-0.20667,0
0,0,0,0.022351,0.021818,-0.20667,0
0,0,0,0.022438,0.021905,-0.20667,0
0,0,0,0.022526,0.021993,-0.20667,0
0,0,0,0.022613,0.02208,-0.20667,0
0,0,0,0.0227,0.022167,-0.20667,0
0,0,0,0.022788,0.022255,-0.20667,0
0,0,0,0.022875,0.022342,-0.20667,0
0,0,0,0.022962,0.022429,-0.20667,0
0,0,0,0.02305,0.022516,-0.20667,0
0,0,0,0.023137,0.022604,-0.20667,0
0,0,0,0.023224,0.022691,-0.20667,0
0,0,0,0.023311,0.022778,-0.20667,0
0,0,0,0.023399,0.022866,-0.20667,0
0,0,0,0.023486,0.022953,-0.20667,0
0,0,0,0.023573,0.02304,-0.20667,0
0,0,0,0.023661,0.023128,-0.20667,0
0,0,0,0.023748,0.023215,-0.20667,0
0,0,0,0.023835,0.023302,-0.20667,0
0,0,0,0.023923,0.02339,-0.20667,0
0,0,0,0.02401,0.023477,-0.20667,0
0,0,0,0.024097,0.023564,-0.20667,0
0,0,0,0.024185,0.023651,-0.20667,0
0,0,0,0.024272,0.023739,-0.20667,0
0,0,0,0.024359,0.023826,-0.20667,0
0,0,0,0.024446,0.023913,-0.20667,0
0,0,0,0.024534,0.024001,-0.20667,0
0,0,0,0.024621,0.024088,-0.20667,0
0,0,0,0.024708,0.024175,-0.20667,0
0,0,0,0.024796,0.024263,-0.20667,0
0,0,0,0.024883,0.02435,-0.20667,0
0,0,0,0.02497,0.024437,-0.20667,0
0,0,0,0.025058,0.024525,-0.20667,0
0,0,0,0.025145,0.024612,-0.20667,0
0,0,0,0.025232,0.024699,-0.20667,0
0,0,0,0.02532,0.024786,-0.20667,0
0,0,0,0.025407,0.024874,-0.20667,0
0,0,0,0.025494,0.024961,-0.20667,0
55462,-5565.7,0,0.025581,0.025048,-0.20667,0
1.5549e+05,-15604,0,0.025669,0.025136,-0.20667,0
2.5552e+05,-25642,0,0.025756,0.025223,-0.20667,0
3.5555e+05,-35680,0,0.025843,0.02531,-0.20667,0
4.5558e+05,-45718,0,0.025931,0.025398,-0.20667,0
5.5561e+05,-55756,0,0.026018,0.025485,-0.20667,0
6.5564e+05,-65794,0,0.026105,0.025572,-0.20667,0
7.6182e+05,-75517,0,0.026193,0.02566,-0.20667,0
8.7052e+05,-85110,0,0.02628,0.025747,-0.20667,0
9.7922e+05,-94704,0,0.026367,0.025834,-0.20667,0
1.0879e+06,-1.043e+05,0,0.026455,0.025921,-0.20667,0
1.1966e+06,-1.1389e+05,0,0.026542,0.026009,-0.20667,0
1.3053e+06,-1.2348e+05,0,0.026629,0.026096,-0.20667,0
1.414e+06,-1.3308e+05,0,0.026717,0.026183,-0.20667,0
1.444e+06,-1.4243e+05,0,0.026804,0.026271,-0.20667,0
1.4457e+06,-1.5169e+05,0,0.026891,0.026358,-0.20667,0
1.4475e+06,-1.6095e+05,0,0.026978,0.026445,-0.20667,0
1.4493e+06,-1.7021e+05,0,0.027066,0.026533,-0.20667,0
1.4511e+06,-1.7952e+05,0,0.027153,0.02662,-0.20667,0
1.4531e+06,-1.8929e+05,0,0.02724,0.026707,-0.20667,0
1.4551e+06,-1.9906e+05,0,0.027328,0.026795,-0.20667,0
1.4572e+06,-2.0883e+05,0,0.027415,0.026882,-0.20667,0
1.4592e+06,-2.186e+05,0,0.027502,0.026969,-0.20667,0
1.4612e+06,-2.2837e+05,0,0.02759,0.027057,-0.20667,0
1.4632e+06,-2.3814e+05,0,0.027677,0.027144,-0.20667,0
1.4652e+06,-2.4791e+05,0,0.027764,0.027231,-0.20667,0
1.4672e+06,-2.5768e+05,0,0.027852,0.027318,-0.20667,0
1.4692e+06,-2.6746e+05,0,0.027939,0.027406,-0.20667,0
1.4712e+06,-2.7723e+05,0,0.028026,0.027493,-0.20667,0
1.4718e+06,-2.8756e+05,0,0.028113,0.02758,-0.20667,0
1.4722e+06,-2.9792e+05,0,0.028201,0.027668,-0.20667,0
1.4727e+06,-3.0827e+05,0,0.028288,0.027755,-0.20667,0
1.4731e+06,-3.1863e+05,0,0.028375,0.027842,-0.20667,0
1.4736e+06,-3.2898e+05,0,0.028463,0.02793,-0.20667,0
1.4741e+06,-3.3933e+05,0,0.02855,0.028017,-0.20667,0
1.4745e+06,-3.4969e+05,0,0.028637,0.028104,-0.20667,0
1.475e+06,-3.6004e+05,0,0.028725,0.028192,-0.20667,0
1.4754e+06,-3.704e+05,0,0.028812,0.028279,-0.20667,0
1.4759e+06,-3.8075e+05,0,0.028899,0.028366,-0.20667,0
1.4769e+06,-3.9121e+05,0,0.028987,0.028453,-0.20667,0
1.4779e+06,-4.0167e+05,0,0.029074,0.028541,-0.20667,0
1.4788e+06,-4.1217e+05,0,0.029161,0.028628,-0.20667,0
1.4792e+06,-4.2298e+05,0,0.029248,0.028715,-0.20667,0
1.4797e+06,-4.3379e+05,0,0.029336,0.028803,-0.20667,0
1.4801e+06,-4.446e+05,0,0.029423,0.02889,-0.20667,0
1.4806e+06,-4.5505e+05,0,0.02951,0.028977,-0.20667,0
1.4812e+06,-4.654e+05,0,0.029598,0.029065,-0.20667,0
1.4817e+06,-4.7575e+05,0,0.029685,0.029152,-0.20667,0
1.4823e+06,-4.861e+05,0,0.029772,0.029239,-0.20667,0
1.4829e+06,-4.9645e+05,0,0.02986,0.029327,-0.20667,0
1.4834e+06,-5.068e+05,0,0.029947,0.029414,-0.20667,0
1.484e+06,-5.1715e+05,0,0.030034,0.029501,-0.20667,0
1.4846e+06,-5.275e+05,0,0.030122,0.029588,-0.20667,0
1.4851e+06,-5.3785e+05,0,0.030209,0.029676,-0.20667,0
1.4857e+06,-5.4821e+05,0,0.030296,0.029763,-0.20667,0
1.4863e+06,-5.5856e+05,0,0.030383,0.02985,-0.20667,0
1.4857e+06,-5.6928e+05,0,0.030471,0.029938,-0.20667,0
1.4849e+06,-5.8007e+05,0,0.030558,0.030025,-0.20667,0
1.4842e+06,-5.9086e+05,0,0.030645,0.030112,-0.20667,0
1.4834e+06,-6.0165e+05,0,0.030733,0.0302,-0.20667,0
1.4827e+06,-6.1244e+05,0,0.03082,0.030287,-0.20667,0
1.4819e+06,-6.2322e+05,0,0.030907,0.030374,-0.20667,0
1.4811e+06,-6.3401e+05,0,0.030995,0.030462,-0.20667,0
1.4804e+06,-6.448e+05,0,0.031082,0.030549,-0.20667,0
1.4796e+06,-6.5559e+05,0,0.031169,0.030636,-0.20667,0
1.4789e+06,-6.6638e+05,0,0.031257,0.030723,-0.20667,0
1.4781e+06,-6.7717e+05,0,0.031344,0.030811,-0.20667,0
1.4776e+06,-6.8803e+05,0,0.031431,0.030898,-0.20667,0
1.4772e+06,-6.9896e+05,0,0.031519,0.030985,-0.20667,0
1.4768e+06,-7.0989e+05,0,0.031606,0.031073,-0.20667,0
1.4765e+06,-7.2082e+05,0,0.031693,0.03116,-0.20667,0
1.475e+06,-7.3246e+05,0,0.03178,0.031247,-0.20667,0
1.4735e+06,-7.441e+05,0,0.031868,0.031335,-0.20667,0
1.472e+06,-7.5575e+05,0,0.031955,0.031422,-0.20667,0
1.4705e+06,-7.6716e+05,0,0.032042,0.031509,-0.20667,0
1.469e+06,-7.7834e+05,0,0.03213,0.031597,-0.20667,0
1.4674e+06,-7.8951e+05,0,0.032217,0.031684,-0.20667,0
1.4659e+06,-8.0068e+05,0,0.032304,0.031771,-0.20667,0
1.4643e+06,-8.1185e+05,0,0.032392,0.031859,-0.20667,0
1.4628e+06,-8.2302e+05,0,0.032479,0.031946,-0.20667,0
1.4612e+06,-8.3419e+05,0,0.032566,0.032033,-0.20667,0
1.4597e+06,-8.4536e+05,0,0.032654,0.03212,-0.20667,0
1.4581e+06,-8.5653e+05,0,0.032741,0.032208,-0.20667,0
1.4566e+06,-8.677e+05,0,0.032828,0.032295,-0.20667,0
1.455e+06,-8.7888e+05,0,0.032915,0.032382,-0.20667,0
1.4534e+06,-8.9009e+05,0,0.033003,0.03247,-0.20667,0
1.4504e+06,-9.019e+05,0,0.03309,0.032557,-0.20667,0
1.4473e+06,-9.1372e+05,0,0.033177,0.032644,-0.20667,0
1.4443e+06,-9.2553e+05,0,0.033265,0.032732,-0.20667,0
1.4413e+06,-9.3735e+05,0,0.033352,0.032819,-0.20667,0
1.4383e+06,-9.4916e+05,0,0.033439,0.032906,-0.20667,0
1.4352e+06,-9.6098e+05,0,0.033527,0.032994,-0.20667,0
1.4322e+06,-9.7279e+05,0,0.033614,0.033081,-0.20667,0
1.4292e+06,-9.8461e+05,0,0.033701,0.033168,-0.20667,0
1.4262e+06,-9.9643e+05,0,0.033789,0.033255,-0.20667,0
1.4231e+06,-1.0082e+06,0,0.033876,0.033343,-0.20667,0
1.4201e+06,-1.0201e+06,0,0.033963,0.03343,-0.20667,0
1.4171e+06,-1.0319e+06,0,0.03405,0.033517,-0.20667,0
1.4147e+06,-1.0439e+06,0,0.034138,0.033605,-0.20667,0
1.4123e+06,-1.056e+06,0,0.034225,0.033692,-0.20667,0
1.4098e+06,-1.068e+06,0,0.034312,0.033779,-0.20667,0
1.4061e+06,-1.081e+06,0,0.0344,0.033867,-0.20667,0
1.4024e+06,-1.094e+06,0,0.034487,0.033954,-0.20667,0
1.3986e+06,-1.1069e+06,0,0.034574,0.034041,-0.20667,0
1.3948e+06,-1.1192e+06,0,0.034662,0.034129,-0.20667,0
1.3909e+06,-1.1315e+06,0,0.034749,0.034216,-0.20667,0
1.387e+06,-1.1438e+06,0,0.034836,0.034303,-0.20667,0
1.3832e+06,-1.1561e+06,0,0.034924,0.03439,-0.20667,0
1.3793e+06,-1.1684e+06,0,0.035011,0.034478,-0.20667,0
1.3755e+06,-1.1808e+06,0,0.035098,0.034565,-0.20667,0
1.3716e+06,-1.1931e+06,0,0.035185,0.034652,-0.20667,0
1.3677e+06,-1.2054e+06,0,0.035273,0.03474,-0.20667,0
1.3639e+06,-1.2177e+06,0,0.03536,0.034827,-0.20667,0
1.36e+06,-1.23e+06,0,0.035447,0.034914,-0.20667,0
1.3562e+06,-1.2423e+06,0,0.035535,0.035002,-0.20667,0
1.3521e+06,-1.2547e+06,0,0.035622,0.035089,-0.20667,0
1.3464e+06,-1.268e+06,0,0.035709,0.035176,-0.20667,0
1.3407e+06,-1.2813e+06,0,0.035797,0.035264,-0.20667,0
1.335e+06,-1.2946e+06,0,0.035884,0.035351,-0.20667,0
1.3293e+06,-1.3079e+06,0,0.035971,0.035438,-0.20667,0
1.3236e+06,-1.3211e+06,0,0.036059,0.035525,-0.20667,0
1.3179e+06,-1.3344e+06,0,0.036146,0.035613,-0.20667,0
1.3122e+06,-1.3477e+06,0,0.036233,0.0357,-0.20667,0
1.3065e+06,-1.361e+06,0,0.03632,0.035787,-0.20667,0
1.3008e+06,-1.3743e+06,0,0.036408,0.035875,-0.20667,0
1.2952e+06,-1.3876e+06,0,0.036495,0.035962,-0.20667,0
1.2895e+06,-1.4009e+06,0,0.036582,0.036049,-0.20667,0
1.2839e+06,-1.4142e+06,0,0.03667,0.036137,-0.20667,0
1.279e+06,-1.4278e+06,0,0.036757,0.036224,-0.20667,0
1.2741e+06,-1.4413e+06,0,0.036844,0.036311,-0.20667,0
1.2687e+06,-1.4552e+06,0,0.036932,0.036399,-0.20667,0
1.2619e+06,-1.4701e+06,0,0.037019,0.036486,-0.20667,0
1.255e+06,-1.485e+06,0,0.037106,0.036573,-0.20667,0
1.248e+06,-1.4996e+06,0,0.037194,0.03666,-0.20667,0
1.2409e+06,-1.5134e+06,0,0.037281,0.036748,-0.20667,0
1.2338e+06,-1.5273e+06,0,0.037368,0.036835,-0.20667,0
1.2267e+06,-1.5412e+06,0,0.037456,0.036922,-0.20667,0
1.2196e+06,-1.555e+06,0,0.037543,0.03701,-0.20667,0
1.2125e+06,-1.5689e+06,0,0.03763,0.037097,-0.20667,0
1.2054e+06,-1.5828e+06,0,0.037717,0.037184,-0.20667,0
1.1983e+06,-1.5966e+06,0,0.037805,0.037272,-0.20667,0
1.1912e+06,-1.6105e+06,0,0.037892,0.037359,-0.20667,0
1.1841e+06,-1.6244e+06,0,0.037979,0.037446,-0.20667,0
1.177e+06,-1.6382e+06,0,0.038067,0.037534,-0.20667,0
1.1699e+06,-1.6521e+06,0,0.038154,0.037621,-0.20667,0
1.1617e+06,-1.6666e+06,0,0.038241,0.037708,-0.20667,0
1.152e+06,-1.6819e+06,0,0.038329,0.037796,-0.20667,0
1.1423e+06,-1.6973e+06,0,0.038416,0.037883,-0.20667,0
1.1327e+06,-1.7127e+06,0,0.038503,0.03797,-0.20667,0
1.123e+06,-1.7281e+06,0,0.038591,0.038057,-0.20667,0
1.1133e+06,-1.7434e+06,0,0.038678,0.038145,-0.20667,0
1.1036e+06,-1.7588e+06,0,0.038765,0.038232,-0.20667,0
1.0939e+06,-1.7742e+06,0,0.038852,0.038319,-0.20667,0
1.0842e+06,-1.7896e+06,0,0.03894,0.038407,-0.20667,0
1.0746e+06,-1.8049e+06,0,0.039027,0.038494,-0.20667,0
1.0649e+06,-1.8203e+06,0,0.039114,0.038581,-0.20667,0
1.0552e+06,-1.8357e+06,0,0.039202,0.038669,-0.20667,0
1.046e+06,-1.8512e+06,0,0.039289,0.038756,-0.20667,0
1.0376e+06,-1.8669e+06,0,0.039376,0.038843,-0.20667,0
1.0292e+06,-1.8826e+06,0,0.039464,0.038931,-0.20667,0
1.0192e+06,-1.8995e+06,0,0.039551,0.039018,-0.20667,0
1.0079e+06,-1.9175e+06,0,0.039638,0.039105,-0.20667,0
9.9658e+05,-1.9354e+06,0,0.039726,0.039192,-0.20667,0
9.8499e+05,-1.9523e+06,0,0.039813,0.03928,-0.20667,0
9.7325e+05,-1.9686e+06,0,0.0399,0.039367,-0.20667,0
9.6151e+05,-1.9848e+06,0,0.039987,0.039454,-0.20667,0
9.4978e+05,-2.0011e+06,0,0.040075,0.039542,-0.20667,0
9.3804e+05,-2.0174e+06,0,0.040162,0.039629,-0.20667,0
9.263e+05,-2.0336e+06,0,0.040249,0.039716,-0.20667,0
9.1457e+05,-2.0499e+06,0,0.040337,0.039804,-0.20667,0
9.0283e+05,-2.0662e+06,0,0.040424,0.039891,-0.20667,0
8.9109e+05,-2.0824e+06,0,0.040511,0.039978,-0.20667,0
8.7936e+05,-2.0987e+06,0,0.040599,0.040066,-0.20667,0
8.6762e+05,-2.115e+06,0,0.040686,0.040153,-0.20667,0
8.5588e+05,-2.1312e+06,0,0.040773,0.04024,-0.20667,0
8.4161e+05,-2.1492e+06,0,0.040861,0.040327,-0.20667,0
8.2585e+05,-2.1682e+06,0,0.040948,0.040415,-0.20667,0
8.1008e+05,-2.1872e+06,0,0.041035,0.040502,-0.20667,0
7.9432e+05,-2.2062e+06,0,0.041122,0.040589,-0.20667,0
7.7855e+05,-2.2251e+06,0,0.04121,0.040677,-0.20667,0
7.6279e+05,-2.2441e+06,0,0.041297,0.040764,-0.20667,0
7.4703e+05,-2.2631e+06,0,0.041384,0.040851,-0.20667,0
