"E:0","E:1","E:2","arc_length","Points:0","Points:1","Points:2"
0.00000e+00,0.00000e+00,0.00000e+00,6.98471e-03,7.42147e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,7.07202e-03,7.50878e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,7.15933e-03,7.59609e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,7.24664e-03,7.68340e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,7.33395e-03,7.77070e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,7.42125e-03,7.85801e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,7.50856e-03,7.94532e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,7.59587e-03,8.03263e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,7.68318e-03,8.11994e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,7.77049e-03,8.20725e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,7.85780e-03,8.29456e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,7.94511e-03,8.38187e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,8.03242e-03,8.46918e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,8.11972e-03,8.55648e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,8.20703e-03,8.64379e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,8.29434e-03,8.73110e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,8.38165e-03,8.81841e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,8.46896e-03,8.90572e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,8.55627e-03,8.99303e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,8.64358e-03,9.08034e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,8.73089e-03,9.16765e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,8.81820e-03,9.25495e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,8.90550e-03,9.34226e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,8.99281e-03,9.42957e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,9.08012e-03,9.51688e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,9.16743e-03,9.60419e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,9.25474e-03,9.69150e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,9.34205e-03,9.77881e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,9.42936e-03,9.86612e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,9.51667e-03,9.95343e-03,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,9.60398e-03,1.00407e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,9.69128e-03,1.01280e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,9.77859e-03,1.02154e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,9.86590e-03,1.03027e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,9.95321e-03,1.03900e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.00405e-02,1.04773e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.01278e-02,1.05646e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.02151e-02,1.06519e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.03024e-02,1.07392e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.03898e-02,1.08265e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.04771e-02,1.09138e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.05644e-02,1.10011e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.06517e-02,1.10884e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.07390e-02,1.11757e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.08263e-02,1.12631e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.09136e-02,1.13504e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.10009e-02,1.14377e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.10882e-02,1.15250e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.11755e-02,1.16123e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.12628e-02,1.16996e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.13502e-02,1.17869e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.14375e-02,1.18742e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.15248e-02,1.19615e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.16121e-02,1.20488e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.16994e-02,1.21361e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.17867e-02,1.22235e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.18740e-02,1.23108e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.19613e-02,1.23981e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.20486e-02,1.24854e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.21359e-02,1.25727e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.22232e-02,1.26600e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.23106e-02,1.27473e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.23979e-02,1.28346e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.24852e-02,1.29219e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.25725e-02,1.30092e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.26598e-02,1.30965e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.27471e-02,1.31839e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.28344e-02,1.32712e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.29217e-02,1.33585e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.30090e-02,1.34458e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.30963e-02,1.35331e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.31836e-02,1.36204e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.32709e-02,1.37077e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.33583e-02,1.37950e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.34456e-02,1.38823e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.35329e-02,1.39696e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.36202e-02,1.40569e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.37075e-02,1.41443e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.37948e-02,1.42316e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.38821e-02,1.43189e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.39694e-02,1.44062e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.40567e-02,1.44935e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.41440e-02,1.45808e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.42313e-02,1.46681e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.43187e-02,1.47554e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.44060e-02,1.48427e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.44933e-02,1.49300e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.45806e-02,1.50173e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.46679e-02,1.51046e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.47552e-02,1.51920e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.48425e-02,1.52793e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.49298e-02,1.53666e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.50171e-02,1.54539e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.51044e-02,1.55412e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.51917e-02,1.56285e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.52791e-02,1.57158e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.53664e-02,1.58031e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.54537e-02,1.58904e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.55410e-02,1.59777e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.56283e-02,1.60650e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.57156e-02,1.61524e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.58029e-02,1.62397e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.58902e-02,1.63270e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.59775e-02,1.64143e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.60648e-02,1.65016e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.61521e-02,1.65889e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.62395e-02,1.66762e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.63268e-02,1.67635e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.64141e-02,1.68508e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.65014e-02,1.69381e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.65887e-02,1.70254e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.66760e-02,1.71128e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.67633e-02,1.72001e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.68506e-02,1.72874e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.69379e-02,1.73747e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.70252e-02,1.74620e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.71125e-02,1.75493e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.71998e-02,1.76366e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.72872e-02,1.77239e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.73745e-02,1.78112e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.74618e-02,1.78985e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.75491e-02,1.79858e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.76364e-02,1.80732e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.77237e-02,1.81605e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.78110e-02,1.82478e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.78983e-02,1.83351e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.79856e-02,1.84224e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.80729e-02,1.85097e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.81602e-02,1.85970e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.82476e-02,1.86843e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.83349e-02,1.87716e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.84222e-02,1.88589e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.85095e-02,1.89462e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.85968e-02,1.90335e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.86841e-02,1.91209e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.87714e-02,1.92082e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.88587e-02,1.92955e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.89460e-02,1.93828e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.90333e-02,1.94701e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.91206e-02,1.95574e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.92080e-02,1.96447e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.92953e-02,1.97320e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.93826e-02,1.98193e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.94699e-02,1.99066e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.95572e-02,1.99939e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.96445e-02,2.00813e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.97318e-02,2.01686e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.98191e-02,2.02559e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.99064e-02,2.03432e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,1.99937e-02,2.04305e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,2.00810e-02,2.05178e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,2.01683e-02,2.06051e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,2.02557e-02,2.06924e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,2.03430e-02,2.07797e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,2.04303e-02,2.08670e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,2.05176e-02,2.09543e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,2.06049e-02,2.10417e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,2.06922e-02,2.11290e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,2.07795e-02,2.12163e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,2.08668e-02,2.13036e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,2.09541e-02,2.13909e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,2.10414e-02,2.14782e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,2.11287e-02,2.15655e-02,-2.06673e-01,0.00000e+00
0.00000e+00,0.00000e+00,0.00000e+00,2.12161e-02,2.16528e-02,-2.06673e-01,0.00000e+00
