"T","arc_length","Points:0","Points:1","Points:2"
3.29601e+02,3.84159e-03,2.73317e-03,-2.88086e-01,0.00000e+00
3.29601e+02,3.92890e-03,2.82048e-03,-2.88086e-01,0.00000e+00
3.29601e+02,4.01621e-03,2.90779e-03,-2.88086e-01,0.00000e+00
3.29601e+02,4.10352e-03,2.99510e-03,-2.88086e-01,0.00000e+00
3.29601e+02,4.19083e-03,3.08241e-03,-2.88086e-01,0.00000e+00
3.29601e+02,4.27813e-03,3.16972e-03,-2.88086e-01,0.00000e+00
3.29601e+02,4.36544e-03,3.25703e-03,-2.88086e-01,0.00000e+00
3.29601e+02,4.45275e-03,3.34433e-03,-2.88086e-01,0.00000e+00
3.29601e+02,4.54006e-03,3.43164e-03,-2.88086e-01,0.00000e+00
3.29601e+02,4.62737e-03,3.51895e-03,-2.88086e-01,0.00000e+00
3.29601e+02,4.71468e-03,3.60626e-03,-2.88086e-01,0.00000e+00
3.29601e+02,4.80199e-03,3.69357e-03,-2.88086e-01,0.00000e+00
3.29601e+02,4.88930e-03,3.78088e-03,-2.88086e-01,0.00000e+00
3.29601e+02,4.97661e-03,3.86819e-03,-2.88086e-01,0.00000e+00
3.29601e+02,5.06391e-03,3.95550e-03,-2.88086e-01,0.00000e+00
3.29601e+02,5.15122e-03,4.04281e-03,-2.88086e-01,0.00000e+00
3.29601e+02,5.23853e-03,4.13011e-03,-2.88086e-01,0.00000e+00
3.29600e+02,5.32584e-03,4.21742e-03,-2.88086e-01,0.00000e+00
3.29600e+02,5.41315e-03,4.30473e-03,-2.88086e-01,0.00000e+00
3.29600e+02,5.50046e-03,4.39204e-03,-2.88086e-01,0.00000e+00
3.29600e+02,5.58777e-03,4.47935e-03,-2.88086e-01,0.00000e+00
3.29600e+02,5.67508e-03,4.56666e-03,-2.88086e-01,0.00000e+00
3.29600e+02,5.76239e-03,4.65397e-03,-2.88086e-01,0.00000e+00
3.29600e+02,5.84969e-03,4.74128e-03,-2.88086e-01,0.00000e+00
3.29600e+02,5.93700e-03,4.82859e-03,-2.88086e-01,0.00000e+00
3.29600e+02,6.02431e-03,4.91589e-03,-2.88086e-01,0.00000e+00
3.29600e+02,6.11162e-03,5.00320e-03,-2.88086e-01,0.00000e+00
3.29600e+02,6.19893e-03,5.09051e-03,-2.88086e-01,0.00000e+00
3.29600e+02,6.28624e-03,5.17782e-03,-2.88086e-01,0.00000e+00
3.29600e+02,6.37355e-03,5.26513e-03,-2.88086e-01,0.00000e+00
3.29600e+02,6.46086e-03,5.35244e-03,-2.88086e-01,0.00000e+00
3.29600e+02,6.54817e-03,5.43975e-03,-2.88086e-01,0.00000e+00
3.29600e+02,6.63547e-03,5.52706e-03,-2.88086e-01,0.00000e+00
3.29600e+02,6.72278e-03,5.61437e-03,-2.88086e-01,0.00000e+00
3.29600e+02,6.81009e-03,5.70167e-03,-2.88086e-01,0.00000e+00
3.29600e+02,6.89740e-03,5.78898e-03,-2.88086e-01,0.00000e+00
3.29600e+02,6.98471e-03,5.87629e-03,-2.88086e-01,0.00000e+00
3.29600e+02,7.07202e-03,5.96360e-03,-2.88086e-01,0.00000e+00
3.29600e+02,7.15933e-03,6.05091e-03,-2.88086e-01,0.00000e+00
3.29600e+02,7.24664e-03,6.13822e-03,-2.88086e-01,0.00000e+00
3.29600e+02,7.33395e-03,6.22553e-03,-2.88086e-01,0.00000e+00
3.29600e+02,7.42125e-03,6.31284e-03,-2.88086e-01,0.00000e+00
3.29600e+02,7.50856e-03,6.40015e-03,-2.88086e-01,0.00000e+00
3.29600e+02,7.59587e-03,6.48745e-03,-2.88086e-01,0.00000e+00
3.29600e+02,7.68318e-03,6.57476e-03,-2.88086e-01,0.00000e+00
3.29600e+02,7.77049e-03,6.66207e-03,-2.88086e-01,0.00000e+00
3.29600e+02,7.85780e-03,6.74938e-03,-2.88086e-01,0.00000e+00
3.29600e+02,7.94511e-03,6.83669e-03,-2.88086e-01,0.00000e+00
3.29600e+02,8.03242e-03,6.92400e-03,-2.88086e-01,0.00000e+00
3.29600e+02,8.11972e-03,7.01131e-03,-2.88086e-01,0.00000e+00
3.29600e+02,8.20703e-03,7.09862e-03,-2.88086e-01,0.00000e+00
3.29600e+02,8.29434e-03,7.18593e-03,-2.88086e-01,0.00000e+00
3.29600e+02,8.38165e-03,7.27323e-03,-2.88086e-01,0.00000e+00
3.29600e+02,8.46896e-03,7.36054e-03,-2.88086e-01,0.00000e+00
3.29600e+02,8.55627e-03,7.44785e-03,-2.88086e-01,0.00000e+00
3.29600e+02,8.64358e-03,7.53516e-03,-2.88086e-01,0.00000e+00
3.29600e+02,8.73089e-03,7.62247e-03,-2.88086e-01,0.00000e+00
3.29600e+02,8.81820e-03,7.70978e-03,-2.88086e-01,0.00000e+00
3.29600e+02,8.90550e-03,7.79709e-03,-2.88086e-01,0.00000e+00
3.29600e+02,8.99281e-03,7.88440e-03,-2.88086e-01,0.00000e+00
3.29600e+02,9.08012e-03,7.97170e-03,-2.88086e-01,0.00000e+00
3.29600e+02,9.16743e-03,8.05901e-03,-2.88086e-01,0.00000e+00
3.29600e+02,9.25474e-03,8.14632e-03,-2.88086e-01,0.00000e+00
3.29600e+02,9.34205e-03,8.23363e-03,-2.88086e-01,0.00000e+00
3.29600e+02,9.42936e-03,8.32094e-03,-2.88086e-01,0.00000e+00
3.29600e+02,9.51667e-03,8.40825e-03,-2.88086e-01,0.00000e+00
3.29600e+02,9.60398e-03,8.49556e-03,-2.88086e-01,0.00000e+00
3.29600e+02,9.69128e-03,8.58287e-03,-2.88086e-01,0.00000e+00
3.29600e+02,9.77859e-03,8.67018e-03,-2.88086e-01,0.00000e+00
3.29600e+02,9.86590e-03,8.75749e-03,-2.88086e-01,0.00000e+00
3.29600e+02,9.95321e-03,8.84479e-03,-2.88086e-01,0.00000e+00
3.29600e+02,1.00405e-02,8.93210e-03,-2.88086e-01,0.00000e+00
3.29600e+02,1.01278e-02,9.01941e-03,-2.88086e-01,0.00000e+00
3.29600e+02,1.02151e-02,9.10672e-03,-2.88086e-01,0.00000e+00
3.29600e+02,1.03024e-02,9.19403e-03,-2.88086e-01,0.00000e+00
3.29600e+02,1.03898e-02,9.28134e-03,-2.88086e-01,0.00000e+00
3.29599e+02,1.04771e-02,9.36865e-03,-2.88086e-01,0.00000e+00
3.29599e+02,1.05644e-02,9.45596e-03,-2.88086e-01,0.00000e+00
3.29599e+02,1.06517e-02,9.54327e-03,-2.88086e-01,0.00000e+00
3.29599e+02,1.07390e-02,9.63057e-03,-2.88086e-01,0.00000e+00
3.29599e+02,1.08263e-02,9.71788e-03,-2.88086e-01,0.00000e+00
3.29599e+02,1.09136e-02,9.80519e-03,-2.88086e-01,0.00000e+00
3.29599e+02,1.10009e-02,9.89250e-03,-2.88086e-01,0.00000e+00
3.29599e+02,1.10882e-02,9.97981e-03,-2.88086e-01,0.00000e+00
3.29599e+02,1.11755e-02,1.00671e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.12628e-02,1.01544e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.13502e-02,1.02417e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.14375e-02,1.03290e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.15248e-02,1.04164e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.16121e-02,1.05037e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.16994e-02,1.05910e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.17867e-02,1.06783e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.18740e-02,1.07656e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.19613e-02,1.08529e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.20486e-02,1.09402e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.21359e-02,1.10275e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.22232e-02,1.11148e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.23106e-02,1.12021e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.23979e-02,1.12894e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.24852e-02,1.13768e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.25725e-02,1.14641e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.26598e-02,1.15514e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.27471e-02,1.16387e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.28344e-02,1.17260e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.29217e-02,1.18133e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.30090e-02,1.19006e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.30963e-02,1.19879e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.31836e-02,1.20752e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.32709e-02,1.21625e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.33583e-02,1.22498e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.34456e-02,1.23371e-02,-2.88086e-01,0.00000e+00
3.29599e+02,1.35329e-02,1.24245e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.36202e-02,1.25118e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.37075e-02,1.25991e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.37948e-02,1.26864e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.38821e-02,1.27737e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.39694e-02,1.28610e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.40567e-02,1.29483e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.41440e-02,1.30356e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.42313e-02,1.31229e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.43187e-02,1.32102e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.44060e-02,1.32975e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.44933e-02,1.33849e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.45806e-02,1.34722e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.46679e-02,1.35595e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.47552e-02,1.36468e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.48425e-02,1.37341e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.49298e-02,1.38214e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.50171e-02,1.39087e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.51044e-02,1.39960e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.51917e-02,1.40833e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.52791e-02,1.41706e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.53664e-02,1.42579e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.54537e-02,1.43453e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.55410e-02,1.44326e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.56283e-02,1.45199e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.57156e-02,1.46072e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.58029e-02,1.46945e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.58902e-02,1.47818e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.59775e-02,1.48691e-02,-2.88086e-01,0.00000e+00
3.29598e+02,1.60648e-02,1.49564e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.61521e-02,1.50437e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.62394e-02,1.51310e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.63268e-02,1.52183e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.64141e-02,1.53057e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.65014e-02,1.53930e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.65887e-02,1.54803e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.66760e-02,1.55676e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.67633e-02,1.56549e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.68506e-02,1.57422e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.69379e-02,1.58295e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.70252e-02,1.59168e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.71125e-02,1.60041e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.71998e-02,1.60914e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.72872e-02,1.61787e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.73745e-02,1.62660e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.74618e-02,1.63534e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.75491e-02,1.64407e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.76364e-02,1.65280e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.77237e-02,1.66153e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.78110e-02,1.67026e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.78983e-02,1.67899e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.79856e-02,1.68772e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.80729e-02,1.69645e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.81602e-02,1.70518e-02,-2.88086e-01,0.00000e+00
3.29597e+02,1.82476e-02,1.71391e-02,-2.88086e-01,0.00000e+00
3.29596e+02,1.83349e-02,1.72264e-02,-2.88086e-01,0.00000e+00
3.29596e+02,1.84222e-02,1.73138e-02,-2.88086e-01,0.00000e+00
3.29596e+02,1.85095e-02,1.74011e-02,-2.88086e-01,0.00000e+00
3.29596e+02,1.85968e-02,1.74884e-02,-2.88086e-01,0.00000e+00
3.29596e+02,1.86841e-02,1.75757e-02,-2.88086e-01,0.00000e+00
3.29596e+02,1.87714e-02,1.76630e-02,-2.88086e-01,0.00000e+00
3.29596e+02,1.88587e-02,1.77503e-02,-2.88086e-01,0.00000e+00
3.29596e+02,1.89460e-02,1.78376e-02,-2.88086e-01,0.00000e+00
3.29596e+02,1.90333e-02,1.79249e-02,-2.88086e-01,0.00000e+00
3.29596e+02,1.91206e-02,1.80122e-02,-2.88086e-01,0.00000e+00
3.29596e+02,1.92080e-02,1.80995e-02,-2.88086e-01,0.00000e+00
3.29596e+02,1.92953e-02,1.81868e-02,-2.88086e-01,0.00000e+00
3.29596e+02,1.93826e-02,1.82742e-02,-2.88086e-01,0.00000e+00
3.29596e+02,1.94699e-02,1.83615e-02,-2.88086e-01,0.00000e+00
3.29596e+02,1.95572e-02,1.84488e-02,-2.88086e-01,0.00000e+00
3.29596e+02,1.96445e-02,1.85361e-02,-2.88086e-01,0.00000e+00
3.29596e+02,1.97318e-02,1.86234e-02,-2.88086e-01,0.00000e+00
3.29596e+02,1.98191e-02,1.87107e-02,-2.88086e-01,0.00000e+00
3.29596e+02,1.99064e-02,1.87980e-02,-2.88086e-01,0.00000e+00
3.29596e+02,1.99937e-02,1.88853e-02,-2.88086e-01,0.00000e+00
3.29596e+02,2.00810e-02,1.89726e-02,-2.88086e-01,0.00000e+00
3.29596e+02,2.01683e-02,1.90599e-02,-2.88086e-01,0.00000e+00
3.29595e+02,2.02557e-02,1.91472e-02,-2.88086e-01,0.00000e+00
3.29595e+02,2.03430e-02,1.92345e-02,-2.88086e-01,0.00000e+00
3.29595e+02,2.04303e-02,1.93219e-02,-2.88086e-01,0.00000e+00
3.29595e+02,2.05176e-02,1.94092e-02,-2.88086e-01,0.00000e+00
3.29595e+02,2.06049e-02,1.94965e-02,-2.88086e-01,0.00000e+00
3.29595e+02,2.06922e-02,1.95838e-02,-2.88086e-01,0.00000e+00
3.29595e+02,2.07795e-02,1.96711e-02,-2.88086e-01,0.00000e+00
3.29595e+02,2.08668e-02,1.97584e-02,-2.88086e-01,0.00000e+00
3.29595e+02,2.09541e-02,1.98457e-02,-2.88086e-01,0.00000e+00
3.29595e+02,2.10414e-02,1.99330e-02,-2.88086e-01,0.00000e+00
3.29595e+02,2.11287e-02,2.00203e-02,-2.88086e-01,0.00000e+00
3.29595e+02,2.12161e-02,2.01076e-02,-2.88086e-01,0.00000e+00
3.29595e+02,2.13034e-02,2.01949e-02,-2.88086e-01,0.00000e+00
3.29595e+02,2.13907e-02,2.02823e-02,-2.88086e-01,0.00000e+00
3.29595e+02,2.14780e-02,2.03696e-02,-2.88086e-01,0.00000e+00
3.29595e+02,2.15653e-02,2.04569e-02,-2.88086e-01,0.00000e+00
3.29595e+02,2.16526e-02,2.05442e-02,-2.88086e-01,0.00000e+00
3.29595e+02,2.17399e-02,2.06315e-02,-2.88086e-01,0.00000e+00
3.29595e+02,2.18272e-02,2.07188e-02,-2.88086e-01,0.00000e+00
3.29595e+02,2.19145e-02,2.08061e-02,-2.88086e-01,0.00000e+00
3.29594e+02,2.20018e-02,2.08934e-02,-2.88086e-01,0.00000e+00
3.29594e+02,2.20891e-02,2.09807e-02,-2.88086e-01,0.00000e+00
3.29594e+02,2.21765e-02,2.10680e-02,-2.88086e-01,0.00000e+00
3.29594e+02,2.22638e-02,2.11553e-02,-2.88086e-01,0.00000e+00
3.29594e+02,2.23511e-02,2.12427e-02,-2.88086e-01,0.00000e+00
3.29594e+02,2.24384e-02,2.13300e-02,-2.88086e-01,0.00000e+00
3.29594e+02,2.25257e-02,2.14173e-02,-2.88086e-01,0.00000e+00
3.29594e+02,2.26130e-02,2.15046e-02,-2.88086e-01,0.00000e+00
3.29594e+02,2.27003e-02,2.15919e-02,-2.88086e-01,0.00000e+00
3.29594e+02,2.27876e-02,2.16792e-02,-2.88086e-01,0.00000e+00
3.29594e+02,2.28749e-02,2.17665e-02,-2.88086e-01,0.00000e+00
3.29594e+02,2.29622e-02,2.18538e-02,-2.88086e-01,0.00000e+00
3.29594e+02,2.30495e-02,2.19411e-02,-2.88086e-01,0.00000e+00
3.29594e+02,2.31369e-02,2.20284e-02,-2.88086e-01,0.00000e+00
3.29594e+02,2.32242e-02,2.21157e-02,-2.88086e-01,0.00000e+00
3.29594e+02,2.33115e-02,2.22031e-02,-2.88086e-01,0.00000e+00
3.29594e+02,2.33988e-02,2.22904e-02,-2.88086e-01,0.00000e+00
3.29594e+02,2.34861e-02,2.23777e-02,-2.88086e-01,0.00000e+00
3.29593e+02,2.35734e-02,2.24650e-02,-2.88086e-01,0.00000e+00
3.29593e+02,2.36607e-02,2.25523e-02,-2.88086e-01,0.00000e+00
3.29593e+02,2.37480e-02,2.26396e-02,-2.88086e-01,0.00000e+00
3.29593e+02,2.38353e-02,2.27269e-02,-2.88086e-01,0.00000e+00
3.29593e+02,2.39226e-02,2.28142e-02,-2.88086e-01,0.00000e+00
3.29593e+02,2.40099e-02,2.29015e-02,-2.88086e-01,0.00000e+00
3.29593e+02,2.40972e-02,2.29888e-02,-2.88086e-01,0.00000e+00
3.29593e+02,2.41846e-02,2.30761e-02,-2.88086e-01,0.00000e+00
3.29593e+02,2.42719e-02,2.31634e-02,-2.88086e-01,0.00000e+00
3.29593e+02,2.43592e-02,2.32508e-02,-2.88086e-01,0.00000e+00
3.29593e+02,2.44465e-02,2.33381e-02,-2.88086e-01,0.00000e+00
3.29593e+02,2.45338e-02,2.34254e-02,-2.88086e-01,0.00000e+00
3.29593e+02,2.46211e-02,2.35127e-02,-2.88086e-01,0.00000e+00
3.29593e+02,2.47084e-02,2.36000e-02,-2.88086e-01,0.00000e+00
3.29593e+02,2.47957e-02,2.36873e-02,-2.88086e-01,0.00000e+00
3.29593e+02,2.48830e-02,2.37746e-02,-2.88086e-01,0.00000e+00
3.29593e+02,2.49703e-02,2.38619e-02,-2.88086e-01,0.00000e+00
3.29592e+02,2.50576e-02,2.39492e-02,-2.88086e-01,0.00000e+00
3.29592e+02,2.51450e-02,2.40365e-02,-2.88086e-01,0.00000e+00
3.29592e+02,2.52323e-02,2.41238e-02,-2.88086e-01,0.00000e+00
3.29592e+02,2.53196e-02,2.42112e-02,-2.88086e-01,0.00000e+00
3.29592e+02,2.54069e-02,2.42985e-02,-2.88086e-01,0.00000e+00
3.29592e+02,2.54942e-02,2.43858e-02,-2.88086e-01,0.00000e+00
3.29592e+02,2.55815e-02,2.44731e-02,-2.88086e-01,0.00000e+00
3.29592e+02,2.56688e-02,2.45604e-02,-2.88086e-01,0.00000e+00
3.29592e+02,2.57561e-02,2.46477e-02,-2.88086e-01,0.00000e+00
3.29592e+02,2.58434e-02,2.47350e-02,-2.88086e-01,0.00000e+00
3.29592e+02,2.59307e-02,2.48223e-02,-2.88086e-01,0.00000e+00
3.29592e+02,2.60180e-02,2.49096e-02,-2.88086e-01,0.00000e+00
3.29592e+02,2.61054e-02,2.49969e-02,-2.88086e-01,0.00000e+00
3.29514e+02,2.61927e-02,2.50842e-02,-2.88086e-01,0.00000e+00
3.29434e+02,2.62800e-02,2.51716e-02,-2.88086e-01,0.00000e+00
3.29354e+02,2.63673e-02,2.52589e-02,-2.88086e-01,0.00000e+00
3.29274e+02,2.64546e-02,2.53462e-02,-2.88086e-01,0.00000e+00
3.29193e+02,2.65419e-02,2.54335e-02,-2.88086e-01,0.00000e+00
3.29113e+02,2.66292e-02,2.55208e-02,-2.88086e-01,0.00000e+00
3.29033e+02,2.67165e-02,2.56081e-02,-2.88086e-01,0.00000e+00
3.28953e+02,2.68038e-02,2.56954e-02,-2.88086e-01,0.00000e+00
3.28873e+02,2.68911e-02,2.57827e-02,-2.88086e-01,0.00000e+00
3.28792e+02,2.69784e-02,2.58700e-02,-2.88086e-01,0.00000e+00
3.28712e+02,2.70658e-02,2.59573e-02,-2.88086e-01,0.00000e+00
3.28632e+02,2.71531e-02,2.60446e-02,-2.88086e-01,0.00000e+00
3.28552e+02,2.72404e-02,2.61320e-02,-2.88086e-01,0.00000e+00
3.28472e+02,2.73277e-02,2.62193e-02,-2.88086e-01,0.00000e+00
3.28393e+02,2.74150e-02,2.63066e-02,-2.88086e-01,0.00000e+00
3.28317e+02,2.75023e-02,2.63939e-02,-2.88086e-01,0.00000e+00
3.28240e+02,2.75896e-02,2.64812e-02,-2.88086e-01,0.00000e+00
3.28164e+02,2.76769e-02,2.65685e-02,-2.88086e-01,0.00000e+00
3.28087e+02,2.77642e-02,2.66558e-02,-2.88086e-01,0.00000e+00
3.28011e+02,2.78515e-02,2.67431e-02,-2.88086e-01,0.00000e+00
3.27935e+02,2.79388e-02,2.68304e-02,-2.88086e-01,0.00000e+00
3.27858e+02,2.80261e-02,2.69177e-02,-2.88086e-01,0.00000e+00
3.27782e+02,2.81135e-02,2.70050e-02,-2.88086e-01,0.00000e+00
3.27705e+02,2.82008e-02,2.70923e-02,-2.88086e-01,0.00000e+00
3.27629e+02,2.82881e-02,2.71797e-02,-2.88086e-01,0.00000e+00
3.27553e+02,2.83754e-02,2.72670e-02,-2.88086e-01,0.00000e+00
3.27476e+02,2.84627e-02,2.73543e-02,-2.88086e-01,0.00000e+00
3.27400e+02,2.85500e-02,2.74416e-02,-2.88086e-01,0.00000e+00
3.27323e+02,2.86373e-02,2.75289e-02,-2.88086e-01,0.00000e+00
3.27250e+02,2.87246e-02,2.76162e-02,-2.88086e-01,0.00000e+00
3.27177e+02,2.88119e-02,2.77035e-02,-2.88086e-01,0.00000e+00
3.27104e+02,2.88992e-02,2.77908e-02,-2.88086e-01,0.00000e+00
3.27031e+02,2.89865e-02,2.78781e-02,-2.88086e-01,0.00000e+00
3.26958e+02,2.90739e-02,2.79654e-02,-2.88086e-01,0.00000e+00
3.26885e+02,2.91612e-02,2.80527e-02,-2.88086e-01,0.00000e+00
3.26812e+02,2.92485e-02,2.81401e-02,-2.88086e-01,0.00000e+00
3.26740e+02,2.93358e-02,2.82274e-02,-2.88086e-01,0.00000e+00
3.26667e+02,2.94231e-02,2.83147e-02,-2.88086e-01,0.00000e+00
3.26594e+02,2.95104e-02,2.84020e-02,-2.88086e-01,0.00000e+00
3.26521e+02,2.95977e-02,2.84893e-02,-2.88086e-01,0.00000e+00
3.26448e+02,2.96850e-02,2.85766e-02,-2.88086e-01,0.00000e+00
