r,z,T_FEM,T_analytic,dT
0.04521132486538922,0.0,322.26828717454464,322.6859543178279,-0.4176671432832677
0.0457886751345826,0.0,322.0437164831916,322.4614098347681,-0.4176933515765313
0.04621132486539431,0.0,321.88108748012183,322.2988196194546,-0.4177321393327702
0.04678867513458383,0.0,321.6613474723041,322.07910417544934,-0.41775670314524405
0.04721132486539495,0.0,321.5021801477175,321.9199733735511,-0.41779322583357725
0.04778867513458672,0.0,321.28706693786006,321.70488363296397,-0.41781669510390884
0.048211324865398676,0.0,321.13121715015745,321.54906809940053,-0.41785094924307487
0.04878867513459049,0.0,320.92054082166254,321.3384133046736,-0.41787248301108093
0.04921132486540168,0.0,320.7678637703069,321.1857777198006,-0.41791394949370897
0.04978867513459136,0.0,320.56141863734854,320.9793786749811,-0.41796003763255385
0.05021132486540248,0.0,320.411761193137,320.82979583853137,-0.4180346453943571
0.050788675134594084,0.0,320.2093345847785,320.62748399344656,-0.4181494086680573
0.05121132486540518,0.0,320.06265447803946,320.4808341876986,-0.418179709659114
0.051788675134594814,0.0,319.86434358232714,320.2824508110591,-0.41810722873196937
0.05221132486540061,0.0,319.79166964770013,320.2103020708593,-0.41863242315918114
0.05278867513457772,0.0,319.79143166162544,320.21006394712543,-0.41863228549999576
0.05321132486538809,0.0,319.7912589622082,320.20989127379465,-0.41863231158646386
0.05378867513459024,0.0,319.7910251247006,320.20965760105884,-0.41863247635825473
0.05421132486540062,0.0,319.7223175187918,320.1404569481737,-0.41813942938193804
0.05478867513457772,0.0,319.53483868609004,319.95299396761385,-0.4181552815238092
0.05521132486537893,0.0,319.3988366826719,319.8170097113745,-0.4181730287025971
0.055788675134556036,0.0,319.2147511321042,319.63292450365697,-0.41817337155276846
0.05621132486536641,0.0,319.0811603582656,319.4993685609679,-0.41820820270231707
0.05678867513456855,0.0,318.9002691272839,319.31854155572637,-0.41827242844249213
0.05721132486538809,0.0,318.76898804668957,319.1873287214111,-0.41834067472154857
0.05778867513459024,0.0,318.59121269541515,319.00964658696387,-0.418433891548716
